ChargeSheet_ID,FIR_ID,Accused_ID,Crime_Type,Sections,Investigating_Officer,Court,Witness_Count,Evidence_Count,ChargeSheet_Date,Status
CS202501084,FIR202502198,P008513,Assault,"BNS 115(2), BNS 117(2)",SI Divya Hegde,Ballari District & Sessions Court,7,7,2025-08-30,Accepted
CS202500939,FIR202501896,P005960,Murder,BNS 103(1),SI Mahesh Bhat,Bagalkote District & Sessions Court,12,26,2025-08-30,Returned for Correction
CS202501238,FIR202502524,P003014,Burglary,"BNS 331(3), BNS 331(4)",SI Divya Hegde,Belagavi District & Sessions Court,6,26,2025-08-30,Returned for Correction
CS202500874,FIR202501793,P007608,Dacoity,BNS 310(2),PI Harish Naik,Belagavi District & Sessions Court,16,6,2025-08-30,Pending Scrutiny
CS202500838,FIR202501717,P006719,NDPS,NDPS Act Sec 20(b),PI Chetan Kumar,Belagavi District & Sessions Court,10,8,2025-08-30,Accepted
CS202500711,FIR202501475,P002346,Burglary,"BNS 331(3), BNS 331(4)",PI Lakshmi Devi,Bengaluru Urban District & Sessions Court,16,14,2025-08-30,Pending Scrutiny
CS202501147,FIR202502329,P001143,Cyber Crime,"IT Act 66D, BNS 318(4)",PI Harish Naik,Chamarajanagar District & Sessions Court,12,13,2025-08-31,Pending Scrutiny
CS202500851,FIR202501779,P000990,Burglary,"BNS 331(3), BNS 331(4)",PI Chetan Kumar,Belagavi District & Sessions Court,17,3,2025-08-31,Pending Scrutiny
CS202501245,FIR202502508,P005845,Assault,"BNS 115(2), BNS 117(2)",PI Chetan Kumar,Ballari District & Sessions Court,10,26,2025-08-31,Pending Scrutiny
CS202500991,FIR202502001,P003092,Murder,BNS 103(1),PI Suresh Kulkarni,Bidar District & Sessions Court,3,24,2025-08-31,Pending Scrutiny
CS202500834,FIR202501749,P003598,Burglary,"BNS 331(3), BNS 331(4)",PI Harish Naik,Belagavi District & Sessions Court,11,19,2025-08-31,Accepted
CS202500818,FIR202501610,P003541,Vehicle Theft,BNS 303(2),PI Lakshmi Devi,Chikkaballapura District & Sessions Court,8,10,2025-08-31,Returned for Correction
CS202500979,FIR202501962,P008056,Dacoity,BNS 310(2),PI Chetan Kumar,Bidar District & Sessions Court,8,16,2025-08-31,Accepted
CS202500905,FIR202501807,P007495,Vehicle Theft,BNS 303(2),SI Divya Hegde,Chikkaballapura District & Sessions Court,18,9,2025-08-31,Filed
CS202500932,FIR202501928,P007845,Assault,"BNS 115(2), BNS 117(2)",SI Prakash Sharma,Ballari District & Sessions Court,12,7,2025-08-31,Accepted
CS202501253,FIR202502554,P005739,Murder,BNS 103(1),PI Lakshmi Devi,Chamarajanagar District & Sessions Court,10,8,2025-08-31,Pending Scrutiny
CS202501179,FIR202502420,P002000,Assault,"BNS 115(2), BNS 117(2)",PI Lakshmi Devi,Bengaluru Rural District & Sessions Court,15,18,2025-08-31,Pending Scrutiny
CS202501039,FIR202502136,P003882,Burglary,"BNS 331(3), BNS 331(4)",SI Ravi Kumar,Bengaluru Rural District & Sessions Court,16,30,2025-08-31,Filed
CS202501131,FIR202502316,P008281,Theft,BNS 303(2),PI Naveen Patil,Ballari District & Sessions Court,17,29,2025-09-01,Returned for Correction
CS202501187,FIR202502417,P003802,Dacoity,BNS 310(2),SI Ganesh Rao,Ballari District & Sessions Court,9,18,2025-09-01,Pending Scrutiny
CS202501098,FIR202502227,P007681,NDPS,NDPS Act Sec 20(b),SI Divya Hegde,Chamarajanagar District & Sessions Court,17,18,2025-09-01,Filed
CS202501146,FIR202502353,P001633,POCSO,"POCSO Act Sec 4, BNS 64",PI Lakshmi Devi,Belagavi District & Sessions Court,10,18,2025-09-01,Filed
CS202501217,FIR202502474,P000675,Theft,BNS 303(2),SI Ravi Kumar,Belagavi District & Sessions Court,6,26,2025-09-01,Filed
CS202500985,FIR202502024,P001291,NDPS,NDPS Act Sec 20(b),PI Harish Naik,Bengaluru Rural District & Sessions Court,5,29,2025-09-01,Returned for Correction
CS202500947,FIR202501946,P007666,Burglary,"BNS 331(3), BNS 331(4)",SI Ganesh Rao,Belagavi District & Sessions Court,12,15,2025-09-01,Pending Scrutiny
CS202501047,FIR202502135,P001189,Theft,BNS 303(2),SI Mahesh Bhat,Bidar District & Sessions Court,12,8,2025-09-01,Returned for Correction
CS202501113,FIR202502274,P002947,Murder,BNS 103(1),PI Chetan Kumar,Bagalkote District & Sessions Court,15,10,2025-09-02,Accepted
CS202500911,FIR202501883,P006521,Vehicle Theft,BNS 303(2),PI Harish Naik,Belagavi District & Sessions Court,2,12,2025-09-02,Filed
CS202501173,FIR202502319,P007701,Burglary,"BNS 331(3), BNS 331(4)",PI Suresh Kulkarni,Chamarajanagar District & Sessions Court,18,16,2025-09-02,Accepted
CS202501087,FIR202502221,P008953,Dacoity,BNS 310(2),SI Mahesh Bhat,Bengaluru Rural District & Sessions Court,14,15,2025-09-02,Pending Scrutiny
CS202501050,FIR202502154,P007768,Theft,BNS 303(2),PI Naveen Patil,Chamarajanagar District & Sessions Court,12,21,2025-09-02,Filed
CS202501074,FIR202502194,P007124,Burglary,"BNS 331(3), BNS 331(4)",SI Ravi Kumar,Bengaluru Rural District & Sessions Court,3,26,2025-09-02,Filed
CS202500968,FIR202501956,P006792,Murder,BNS 103(1),SI Mahesh Bhat,Ballari District & Sessions Court,15,29,2025-09-03,Pending Scrutiny
CS202500900,FIR202501841,P006742,NDPS,NDPS Act Sec 20(b),PI Naveen Patil,Chamarajanagar District & Sessions Court,14,10,2025-09-03,Returned for Correction
CS202500872,FIR202501764,P006036,Burglary,"BNS 331(3), BNS 331(4)",PI Naveen Patil,Belagavi District & Sessions Court,14,12,2025-09-03,Pending Scrutiny
CS202500813,FIR202501693,P004348,Assault,"BNS 115(2), BNS 117(2)",PI Harish Naik,Ballari District & Sessions Court,18,13,2025-09-03,Pending Scrutiny
CS202501258,FIR202502567,P007798,Fraud,BNS 318(4),PI Suresh Kulkarni,Belagavi District & Sessions Court,13,29,2025-09-03,Accepted
CS202500960,FIR202501970,P004485,Dacoity,BNS 310(2),PI Naveen Patil,Bengaluru Rural District & Sessions Court,12,18,2025-09-03,Accepted
CS202500862,FIR202501795,P000106,Vehicle Theft,BNS 303(2),SI Ravi Kumar,Belagavi District & Sessions Court,4,30,2025-09-03,Returned for Correction
CS202501265,FIR202502572,P008070,Murder,BNS 103(1),SI Ganesh Rao,Belagavi District & Sessions Court,10,23,2025-09-03,Pending Scrutiny
CS202501270,FIR202502596,P007707,Theft,BNS 303(2),PI Ramesh Gowda,Belagavi District & Sessions Court,17,14,2025-09-04,Pending Scrutiny
CS202500970,FIR202501974,P003023,NDPS,NDPS Act Sec 20(b),PI Naveen Patil,Bengaluru Rural District & Sessions Court,16,15,2025-09-04,Filed
CS202501043,FIR202502132,P003883,Assault,"BNS 115(2), BNS 117(2)",SI Ravi Kumar,Bengaluru Urban District & Sessions Court,16,24,2025-09-04,Pending Scrutiny
CS202501169,FIR202502391,P005733,Dacoity,BNS 310(2),SI Prakash Sharma,Chamarajanagar District & Sessions Court,7,22,2025-09-04,Returned for Correction
CS202501206,FIR202502421,P001590,Cyber Crime,"IT Act 66D, BNS 318(4)",PI Lakshmi Devi,Ballari District & Sessions Court,4,16,2025-09-04,Filed
CS202501273,FIR202502593,P000804,Assault,"BNS 115(2), BNS 117(2)",PI Suresh Kulkarni,Ballari District & Sessions Court,4,20,2025-09-04,Pending Scrutiny
CS202501024,FIR202502082,P004607,Cyber Crime,"IT Act 66D, BNS 318(4)",PI Naveen Patil,Bidar District & Sessions Court,5,26,2025-09-05,Pending Scrutiny
CS202501280,FIR202502614,P006942,Fraud,BNS 318(4),SI Divya Hegde,Ballari District & Sessions Court,11,4,2025-09-05,Filed
CS202501112,FIR202502250,P003134,POCSO,"POCSO Act Sec 4, BNS 64",PI Harish Naik,Bengaluru Rural District & Sessions Court,7,10,2025-09-05,Pending Scrutiny
CS202501287,FIR202502605,P007933,Cyber Crime,"IT Act 66D, BNS 318(4)",PI Harish Naik,Bengaluru Urban District & Sessions Court,15,9,2025-09-06,Pending Scrutiny
CS202501038,FIR202502122,P003167,POCSO,"POCSO Act Sec 4, BNS 64",PI Lakshmi Devi,Ballari District & Sessions Court,3,10,2025-09-06,Pending Scrutiny
CS202501252,FIR202502551,P008204,Murder,BNS 103(1),SI Ravi Kumar,Belagavi District & Sessions Court,12,16,2025-09-06,Filed
CS202501192,FIR202502404,P005728,Murder,BNS 103(1),PI Naveen Patil,Bidar District & Sessions Court,17,8,2025-09-06,Accepted
CS202500922,FIR202501903,P002935,POCSO,"POCSO Act Sec 4, BNS 64",PI Harish Naik,Bengaluru Urban District & Sessions Court,3,19,2025-09-06,Filed
CS202500996,FIR202502003,P009710,Cyber Crime,"IT Act 66D, BNS 318(4)",SI Divya Hegde,Chamarajanagar District & Sessions Court,5,10,2025-09-06,Accepted
CS202501177,FIR202502370,P006248,Cyber Crime,"IT Act 66D, BNS 318(4)",PI Naveen Patil,Ballari District & Sessions Court,8,9,2025-09-06,Returned for Correction
CS202501191,FIR202502425,P002139,Fraud,BNS 318(4),SI Ganesh Rao,Ballari District & Sessions Court,10,7,2025-09-07,Accepted
CS202501241,FIR202502532,P004373,Cyber Crime,"IT Act 66D, BNS 318(4)",PI Chetan Kumar,Chikkaballapura District & Sessions Court,13,3,2025-09-07,Filed
CS202501145,FIR202502305,P008190,Fraud,BNS 318(4),SI Ravi Kumar,Chamarajanagar District & Sessions Court,18,29,2025-09-07,Pending Scrutiny
CS202500967,FIR202501981,P001538,Cyber Crime,"IT Act 66D, BNS 318(4)",PI Chetan Kumar,Bengaluru Rural District & Sessions Court,10,30,2025-09-07,Pending Scrutiny
CS202500873,FIR202501826,P004312,Burglary,"BNS 331(3), BNS 331(4)",PI Naveen Patil,Bagalkote District & Sessions Court,18,14,2025-09-07,Filed
CS202501320,FIR202502663,P001093,Murder,BNS 103(1),SI Divya Hegde,Ballari District & Sessions Court,5,13,2025-09-07,Returned for Correction
CS202500978,FIR202501992,P004510,Vehicle Theft,BNS 303(2),SI Ganesh Rao,Bengaluru Urban District & Sessions Court,15,21,2025-09-08,Returned for Correction
CS202501165,FIR202502324,P002405,Vehicle Theft,BNS 303(2),SI Mahesh Bhat,Ballari District & Sessions Court,10,30,2025-09-08,Returned for Correction
CS202500980,FIR202502007,P005001,Murder,BNS 103(1),PI Harish Naik,Chamarajanagar District & Sessions Court,2,11,2025-09-08,Accepted
CS202501227,FIR202502488,P000242,Burglary,"BNS 331(3), BNS 331(4)",PI Lakshmi Devi,Bagalkote District & Sessions Court,7,18,2025-09-08,Accepted
CS202501085,FIR202502193,P000628,Cyber Crime,"IT Act 66D, BNS 318(4)",PI Chetan Kumar,Bidar District & Sessions Court,15,24,2025-09-08,Accepted
CS202501256,FIR202502555,P009161,Dacoity,BNS 310(2),PI Chetan Kumar,Ballari District & Sessions Court,15,30,2025-09-09,Accepted
CS202501309,FIR202502670,P007279,Burglary,"BNS 331(3), BNS 331(4)",SI Ganesh Rao,Belagavi District & Sessions Court,14,8,2025-09-09,Accepted
CS202501275,FIR202502601,P007017,Fraud,BNS 318(4),PI Harish Naik,Chamarajanagar District & Sessions Court,14,3,2025-09-09,Accepted
CS202500848,FIR202501770,P001775,Assault,"BNS 115(2), BNS 117(2)",SI Divya Hegde,Bengaluru Rural District & Sessions Court,15,29,2025-09-09,Pending Scrutiny
CS202501086,FIR202502201,P000092,Vehicle Theft,BNS 303(2),PI Suresh Kulkarni,Ballari District & Sessions Court,9,18,2025-09-09,Accepted
CS202500963,FIR202501973,P006538,Assault,"BNS 115(2), BNS 117(2)",SI Divya Hegde,Bengaluru Rural District & Sessions Court,11,5,2025-09-09,Pending Scrutiny
CS202501056,FIR202502164,P001310,Theft,BNS 303(2),SI Mahesh Bhat,Belagavi District & Sessions Court,2,7,2025-09-09,Accepted
CS202500824,FIR202501725,P003380,Assault,"BNS 115(2), BNS 117(2)",SI Divya Hegde,Ballari District & Sessions Court,15,15,2025-09-10,Accepted
CS202501236,FIR202502519,P003733,Vehicle Theft,BNS 303(2),SI Divya Hegde,Chamarajanagar District & Sessions Court,8,22,2025-09-10,Accepted
CS202501080,FIR202502204,P002692,Burglary,"BNS 331(3), BNS 331(4)",SI Ganesh Rao,Bagalkote District & Sessions Court,17,27,2025-09-10,Accepted
CS202501193,FIR202502409,P001788,Murder,BNS 103(1),PI Chetan Kumar,Ballari District & Sessions Court,6,21,2025-09-10,Filed
CS202501022,FIR202502105,P000751,Cyber Crime,"IT Act 66D, BNS 318(4)",PI Naveen Patil,Chamarajanagar District & Sessions Court,15,25,2025-09-10,Pending Scrutiny
CS202501006,FIR202502027,P000294,Fraud,BNS 318(4),PI Naveen Patil,Ballari District & Sessions Court,6,4,2025-09-10,Filed
CS202501017,FIR202502077,P000211,Theft,BNS 303(2),PI Suresh Kulkarni,Bengaluru Rural District & Sessions Court,18,11,2025-09-11,Accepted
CS202500870,FIR202501816,P000850,Assault,"BNS 115(2), BNS 117(2)",PI Suresh Kulkarni,Bagalkote District & Sessions Court,12,18,2025-09-11,Pending Scrutiny
CS202501139,FIR202502301,P007377,Fraud,BNS 318(4),PI Lakshmi Devi,Bengaluru Urban District & Sessions Court,6,6,2025-09-11,Pending Scrutiny
CS202501005,FIR202502064,P004457,Vehicle Theft,BNS 303(2),SI Prakash Sharma,Bengaluru Urban District & Sessions Court,9,7,2025-09-11,Pending Scrutiny
CS202501110,FIR202502254,P001579,Burglary,"BNS 331(3), BNS 331(4)",PI Suresh Kulkarni,Bagalkote District & Sessions Court,18,13,2025-09-11,Accepted
CS202501029,FIR202502114,P001663,Theft,BNS 303(2),PI Ramesh Gowda,Ballari District & Sessions Court,16,16,2025-09-11,Pending Scrutiny
CS202501316,FIR202502648,P009629,NDPS,NDPS Act Sec 20(b),PI Harish Naik,Belagavi District & Sessions Court,5,21,2025-09-11,Accepted
CS202501093,FIR202502232,P007404,Assault,"BNS 115(2), BNS 117(2)",SI Ravi Kumar,Ballari District & Sessions Court,6,11,2025-09-11,Filed
CS202500816,FIR202501612,P003339,POCSO,"POCSO Act Sec 4, BNS 64",SI Prakash Sharma,Ballari District & Sessions Court,10,12,2025-09-11,Returned for Correction
CS202501208,FIR202502464,P007417,Vehicle Theft,BNS 303(2),PI Suresh Kulkarni,Bidar District & Sessions Court,6,28,2025-09-12,Pending Scrutiny
CS202500948,FIR202501949,P002275,Burglary,"BNS 331(3), BNS 331(4)",PI Chetan Kumar,Belagavi District & Sessions Court,12,29,2025-09-12,Filed
CS202501136,FIR202502320,P004455,Dacoity,BNS 310(2),PI Harish Naik,Ballari District & Sessions Court,8,10,2025-09-12,Returned for Correction
CS202501231,FIR202502511,P002443,POCSO,"POCSO Act Sec 4, BNS 64",PI Suresh Kulkarni,Chamarajanagar District & Sessions Court,11,10,2025-09-12,Filed
CS202501194,FIR202502413,P008476,Burglary,"BNS 331(3), BNS 331(4)",SI Divya Hegde,Belagavi District & Sessions Court,6,23,2025-09-12,Accepted
CS202501171,FIR202502398,P007089,Vehicle Theft,BNS 303(2),PI Lakshmi Devi,Belagavi District & Sessions Court,16,25,2025-09-12,Returned for Correction
CS202501014,FIR202502076,P007099,POCSO,"POCSO Act Sec 4, BNS 64",PI Suresh Kulkarni,Bidar District & Sessions Court,7,3,2025-09-12,Pending Scrutiny
CS202500938,FIR202501924,P004539,Robbery,BNS 309(4),SI Ganesh Rao,Ballari District & Sessions Court,15,17,2025-09-13,Returned for Correction
CS202501246,FIR202502531,P005311,Dacoity,BNS 310(2),PI Suresh Kulkarni,Belagavi District & Sessions Court,10,27,2025-09-13,Accepted
CS202501026,FIR202502109,P008404,Cyber Crime,"IT Act 66D, BNS 318(4)",PI Harish Naik,Chamarajanagar District & Sessions Court,2,4,2025-09-13,Filed
CS202501057,FIR202502165,P004918,Vehicle Theft,BNS 303(2),SI Mahesh Bhat,Chamarajanagar District & Sessions Court,18,20,2025-09-13,Filed
CS202500867,FIR202501790,P006308,Murder,BNS 103(1),SI Prakash Sharma,Ballari District & Sessions Court,9,15,2025-09-14,Pending Scrutiny
CS202500940,FIR202501877,P007687,Theft,BNS 303(2),SI Ravi Kumar,Bengaluru Urban District & Sessions Court,7,10,2025-09-14,Returned for Correction
CS202501199,FIR202502405,P009563,Assault,"BNS 115(2), BNS 117(2)",SI Mahesh Bhat,Ballari District & Sessions Court,14,5,2025-09-14,Accepted
CS202501063,FIR202502172,P004372,Cyber Crime,"IT Act 66D, BNS 318(4)",SI Mahesh Bhat,Ballari District & Sessions Court,9,17,2025-09-14,Pending Scrutiny
CS202501216,FIR202502481,P007591,Dacoity,BNS 310(2),SI Prakash Sharma,Belagavi District & Sessions Court,7,13,2025-09-14,Pending Scrutiny
CS202500957,FIR202501925,P008520,Assault,"BNS 115(2), BNS 117(2)",SI Prakash Sharma,Belagavi District & Sessions Court,5,29,2025-09-14,Pending Scrutiny
CS202501195,FIR202502454,P008712,NDPS,NDPS Act Sec 20(b),PI Naveen Patil,Bengaluru Urban District & Sessions Court,10,10,2025-09-15,Returned for Correction
CS202501240,FIR202502517,P002394,Fraud,BNS 318(4),SI Divya Hegde,Bengaluru Rural District & Sessions Court,10,18,2025-09-15,Accepted
CS202500901,FIR202501866,P002542,Assault,"BNS 115(2), BNS 117(2)",PI Lakshmi Devi,Bidar District & Sessions Court,18,18,2025-09-15,Filed
CS202501061,FIR202502166,P005357,Burglary,"BNS 331(3), BNS 331(4)",PI Suresh Kulkarni,Belagavi District & Sessions Court,6,26,2025-09-15,Filed
CS202501095,FIR202502223,P002832,Assault,"BNS 115(2), BNS 117(2)",PI Chetan Kumar,Bagalkote District & Sessions Court,2,25,2025-09-15,Pending Scrutiny
CS202501071,FIR202502189,P003308,Cyber Crime,"IT Act 66D, BNS 318(4)",PI Naveen Patil,Chamarajanagar District & Sessions Court,3,14,2025-09-15,Returned for Correction
CS202501083,FIR202502211,P005569,POCSO,"POCSO Act Sec 4, BNS 64",PI Suresh Kulkarni,Bengaluru Urban District & Sessions Court,9,18,2025-09-15,Returned for Correction
CS202501032,FIR202502080,P001423,Fraud,BNS 318(4),SI Mahesh Bhat,Bengaluru Urban District & Sessions Court,17,11,2025-09-16,Returned for Correction
CS202500982,FIR202501986,P001294,Assault,"BNS 115(2), BNS 117(2)",SI Mahesh Bhat,Ballari District & Sessions Court,16,12,2025-09-16,Returned for Correction
CS202501257,FIR202502557,P002110,Murder,BNS 103(1),SI Ravi Kumar,Bagalkote District & Sessions Court,8,21,2025-09-16,Accepted
CS202501097,FIR202502237,P006987,Dacoity,BNS 310(2),SI Ravi Kumar,Bidar District & Sessions Court,13,23,2025-09-16,Filed
CS202501299,FIR202502651,P007228,POCSO,"POCSO Act Sec 4, BNS 64",PI Ramesh Gowda,Bengaluru Urban District & Sessions Court,9,3,2025-09-16,Accepted
CS202501237,FIR202502521,P003106,Vehicle Theft,BNS 303(2),SI Ravi Kumar,Bengaluru Urban District & Sessions Court,4,13,2025-09-16,Accepted
CS202501264,FIR202502566,P008219,Vehicle Theft,BNS 303(2),PI Ramesh Gowda,Belagavi District & Sessions Court,18,18,2025-09-16,Accepted
CS202501142,FIR202502337,P005865,Burglary,"BNS 331(3), BNS 331(4)",SI Prakash Sharma,Ballari District & Sessions Court,14,25,2025-09-17,Accepted
CS202501068,FIR202502158,P007951,NDPS,NDPS Act Sec 20(b),PI Chetan Kumar,Bengaluru Urban District & Sessions Court,6,4,2025-09-17,Filed
CS202501267,FIR202502585,P009366,POCSO,"POCSO Act Sec 4, BNS 64",SI Mahesh Bhat,Bagalkote District & Sessions Court,10,26,2025-09-17,Accepted
CS202501282,FIR202502615,P002244,Assault,"BNS 115(2), BNS 117(2)",PI Suresh Kulkarni,Ballari District & Sessions Court,3,29,2025-09-17,Returned for Correction
CS202501058,FIR202502162,P004758,Dacoity,BNS 310(2),SI Ganesh Rao,Bagalkote District & Sessions Court,15,26,2025-09-18,Pending Scrutiny
CS202501373,FIR202502770,P009452,Murder,BNS 103(1),PI Naveen Patil,Bengaluru Rural District & Sessions Court,11,24,2025-09-18,Returned for Correction
CS202501248,FIR202502542,P000171,Burglary,"BNS 331(3), BNS 331(4)",PI Ramesh Gowda,Belagavi District & Sessions Court,8,7,2025-09-18,Accepted
CS202501100,FIR202502242,P007715,Murder,BNS 103(1),SI Ganesh Rao,Bidar District & Sessions Court,17,21,2025-09-18,Pending Scrutiny
CS202501103,FIR202502241,P001036,Cyber Crime,"IT Act 66D, BNS 318(4)",PI Chetan Kumar,Ballari District & Sessions Court,2,15,2025-09-18,Filed
CS202501233,FIR202502515,P007857,Cyber Crime,"IT Act 66D, BNS 318(4)",SI Ravi Kumar,Bidar District & Sessions Court,13,6,2025-09-18,Filed
CS202501123,FIR202502272,P008707,NDPS,NDPS Act Sec 20(b),PI Naveen Patil,Ballari District & Sessions Court,17,13,2025-09-18,Accepted
CS202501218,FIR202502473,P004159,NDPS,NDPS Act Sec 20(b),SI Mahesh Bhat,Chamarajanagar District & Sessions Court,10,30,2025-09-18,Returned for Correction
CS202500944,FIR202501942,P001750,Burglary,"BNS 331(3), BNS 331(4)",PI Lakshmi Devi,Belagavi District & Sessions Court,11,22,2025-09-18,Filed
CS202501260,FIR202502560,P007716,Cyber Crime,"IT Act 66D, BNS 318(4)",SI Mahesh Bhat,Bengaluru Urban District & Sessions Court,6,7,2025-09-18,Returned for Correction
CS202501127,FIR202502293,P003706,Fraud,BNS 318(4),PI Harish Naik,Bengaluru Urban District & Sessions Court,14,25,2025-09-19,Returned for Correction
CS202500984,FIR202501991,P000810,Robbery,BNS 309(4),PI Naveen Patil,Chikkaballapura District & Sessions Court,7,5,2025-09-19,Accepted
CS202501341,FIR202502708,P004815,Murder,BNS 103(1),PI Suresh Kulkarni,Chamarajanagar District & Sessions Court,6,20,2025-09-20,Filed
CS202501198,FIR202502402,P000762,Murder,BNS 103(1),SI Ganesh Rao,Ballari District & Sessions Court,15,21,2025-09-20,Pending Scrutiny
CS202501066,FIR202502173,P005513,Assault,"BNS 115(2), BNS 117(2)",PI Lakshmi Devi,Ballari District & Sessions Court,9,10,2025-09-20,Returned for Correction
CS202501395,FIR202502771,P006618,Burglary,"BNS 331(3), BNS 331(4)",PI Naveen Patil,Bidar District & Sessions Court,4,11,2025-09-20,Returned for Correction
CS202501168,FIR202502386,P004431,Theft,BNS 303(2),PI Ramesh Gowda,Belagavi District & Sessions Court,7,8,2025-09-21,Pending Scrutiny
CS202501182,FIR202502431,P007138,POCSO,"POCSO Act Sec 4, BNS 64",PI Naveen Patil,Belagavi District & Sessions Court,9,24,2025-09-21,Pending Scrutiny
CS202501272,FIR202502553,P007013,Robbery,BNS 309(4),PI Lakshmi Devi,Bengaluru Rural District & Sessions Court,16,17,2025-09-21,Returned for Correction
CS202500946,FIR202501919,P004168,NDPS,NDPS Act Sec 20(b),SI Mahesh Bhat,Chamarajanagar District & Sessions Court,14,8,2025-09-21,Returned for Correction
CS202501203,FIR202502449,P007118,Murder,BNS 103(1),SI Prakash Sharma,Belagavi District & Sessions Court,5,25,2025-09-21,Filed
CS202500990,FIR202502008,P000122,Theft,BNS 303(2),PI Ramesh Gowda,Belagavi District & Sessions Court,6,26,2025-09-21,Returned for Correction
CS202501318,FIR202502679,P003047,Assault,"BNS 115(2), BNS 117(2)",PI Chetan Kumar,Bidar District & Sessions Court,12,25,2025-09-21,Returned for Correction
CS202501427,FIR202502876,P004651,Burglary,"BNS 331(3), BNS 331(4)",PI Naveen Patil,Bidar District & Sessions Court,16,8,2025-09-22,Filed
CS202500959,FIR202501957,P009306,Theft,BNS 303(2),PI Ramesh Gowda,Belagavi District & Sessions Court,11,21,2025-09-22,Filed
CS202501148,FIR202502340,P000921,Burglary,"BNS 331(3), BNS 331(4)",SI Prakash Sharma,Belagavi District & Sessions Court,7,15,2025-09-22,Filed
CS202501312,FIR202502633,P001311,Vehicle Theft,BNS 303(2),PI Lakshmi Devi,Bengaluru Urban District & Sessions Court,2,4,2025-09-22,Accepted
CS202501269,FIR202502559,P002074,Assault,"BNS 115(2), BNS 117(2)",PI Naveen Patil,Ballari District & Sessions Court,3,29,2025-09-22,Filed
CS202501010,FIR202502073,P000970,Cyber Crime,"IT Act 66D, BNS 318(4)",SI Ganesh Rao,Bengaluru Urban District & Sessions Court,6,24,2025-09-23,Filed
CS202501150,FIR202502334,P000342,Theft,BNS 303(2),PI Naveen Patil,Bengaluru Rural District & Sessions Court,12,29,2025-09-23,Returned for Correction
CS202501288,FIR202502599,P009295,Cyber Crime,"IT Act 66D, BNS 318(4)",PI Suresh Kulkarni,Belagavi District & Sessions Court,18,25,2025-09-23,Returned for Correction
CS202501138,FIR202502326,P001902,Cyber Crime,"IT Act 66D, BNS 318(4)",PI Ramesh Gowda,Ballari District & Sessions Court,9,7,2025-09-23,Pending Scrutiny
CS202501355,FIR202502728,P000777,POCSO,"POCSO Act Sec 4, BNS 64",PI Harish Naik,Ballari District & Sessions Court,4,19,2025-09-23,Filed
CS202501202,FIR202502459,P007515,Cyber Crime,"IT Act 66D, BNS 318(4)",PI Naveen Patil,Chamarajanagar District & Sessions Court,7,13,2025-09-23,Returned for Correction
CS202501122,FIR202502292,P002624,Dacoity,BNS 310(2),SI Prakash Sharma,Bagalkote District & Sessions Court,8,4,2025-09-24,Filed
CS202501055,FIR202502143,P007449,Cyber Crime,"IT Act 66D, BNS 318(4)",SI Ganesh Rao,Bengaluru Urban District & Sessions Court,9,30,2025-09-24,Accepted
CS202501126,FIR202502295,P002953,Dacoity,BNS 310(2),SI Divya Hegde,Chamarajanagar District & Sessions Court,17,9,2025-09-24,Pending Scrutiny
CS202501254,FIR202502556,P002689,Cyber Crime,"IT Act 66D, BNS 318(4)",PI Ramesh Gowda,Chikkaballapura District & Sessions Court,13,17,2025-09-24,Filed
CS202501439,FIR202502882,P009033,Dacoity,BNS 310(2),PI Lakshmi Devi,Bengaluru Rural District & Sessions Court,5,29,2025-09-25,Returned for Correction
CS202500997,FIR202502032,P002074,POCSO,"POCSO Act Sec 4, BNS 64",PI Ramesh Gowda,Belagavi District & Sessions Court,15,3,2025-09-25,Pending Scrutiny
CS202501144,FIR202502342,P002536,Murder,BNS 103(1),PI Harish Naik,Belagavi District & Sessions Court,7,10,2025-09-25,Returned for Correction
CS202501111,FIR202502267,P003817,Cyber Crime,"IT Act 66D, BNS 318(4)",SI Divya Hegde,Belagavi District & Sessions Court,8,22,2025-09-25,Accepted
CS202501105,FIR202502251,P008848,Dacoity,BNS 310(2),SI Mahesh Bhat,Ballari District & Sessions Court,12,12,2025-09-25,Returned for Correction
CS202501044,FIR202502145,P007860,Burglary,"BNS 331(3), BNS 331(4)",PI Naveen Patil,Belagavi District & Sessions Court,6,24,2025-09-25,Accepted
CS202501094,FIR202502234,P009097,Cyber Crime,"IT Act 66D, BNS 318(4)",SI Ravi Kumar,Ballari District & Sessions Court,11,7,2025-09-25,Returned for Correction
CS202501215,FIR202502480,P005382,Fraud,BNS 318(4),PI Lakshmi Devi,Bengaluru Urban District & Sessions Court,6,16,2025-09-25,Returned for Correction
CS202501120,FIR202502280,P002532,Vehicle Theft,BNS 303(2),SI Ravi Kumar,Belagavi District & Sessions Court,6,12,2025-09-25,Returned for Correction
CS202501214,FIR202502466,P007840,Theft,BNS 303(2),PI Ramesh Gowda,Belagavi District & Sessions Court,15,4,2025-09-25,Filed
CS202501297,FIR202502640,P009291,Fraud,BNS 318(4),SI Prakash Sharma,Chamarajanagar District & Sessions Court,15,5,2025-09-26,Filed
CS202501441,FIR202502889,P009137,Cyber Crime,"IT Act 66D, BNS 318(4)",PI Harish Naik,Bagalkote District & Sessions Court,13,20,2025-09-26,Pending Scrutiny
